road,direction,mode,total_uses,00:00–01:00,01:00–02:00,03:00–04:00,07:00–08:00,08:00–09:00,09:00–10:00,10:00–11:00,11:00–12:00,12:00–13:00,13:00–14:00,14:00–15:00,15:00–16:00,16:00–17:00,17:00–18:00,18:00–19:00,19:00–20:00,20:00–21:00,21:00–22:00,22:00–23:00,23:00–00:00
Eindhovenseweg,departure,WALK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Spaaihoefweg,departure,WALK,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Annerweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Flight Lane,departure,WALK,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
't Hofke,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Koudenhovenseweg Zuid,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Bij 't Station,departure,WALK,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Spoor 6b,departure,WALK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zandkasteel,departure,WALK,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
LF Maasroute - 06 - Maasbommel - Aalst,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maasdijk,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Slotselaan,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Waaldijk,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Drielseweg,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kloosterdijk,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Prinses Beatrixstraat,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Burgemeester van Randwijckstraat,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wenstunnel,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eftelingsestraat,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Luiten Ambachtstraat,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Duinlaan,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
F261,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Keizersveer,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kalversteeg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maasweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Halvezolenpad,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LF Waterlinieroute - 06 - Leerdam - Geertruidenberg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rooijseweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Postdijk,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Horst,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Koesteeg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Oudestraat,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wielstraat,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Schoorstraat,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Keizer Napoleonweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Oprijlaan,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aanwassenweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zijlweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Drieskespad,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Halve Zolenpad,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
De Hermey,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Abenhoefweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eerschotsestraat,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Corridor,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nistelrodesedijk,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Burgemeester de Kuijperlaan,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dutmellapad,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Watersteeg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maxend,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nijnselseweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mac. Arthurweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Noordelijke Randweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sonseweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eibergsestraat,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Twenteroute,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Needseweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
N315,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Koningin Wilhelminastraat,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
A73,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Parklaan,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kerkstraat,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gasthuisstraat,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weijen,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Veghelseweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Geerbosch,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sonniuswijk,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bestseweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Oostelijke Randweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bijenlaan,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vorstenbosscheweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Laar,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kloosterlaan,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Strijperstraat,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
De Run,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Statenweg,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Binderseind,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virmundtstraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verbindingsweg,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beersebaan,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prins Bernhardlaan,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wethouder Lindersstraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lodderdijk,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Molenakkerstraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grote Baan,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millseweg,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peelkensweg,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noordstraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sint-Annastraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heuvelsepad,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pater Petrusstraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nonnengang,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West-om,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pastoor Castelijnsstraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beerseweg,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kluisstraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schoorswinkel,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telefoonstraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domeinenstraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wezel,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hopveld,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapelaanstraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burgemeester Thijssenstraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniël de Brouwerstraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
van Ophovenlaan,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerkeveld,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pater van den Elsenstraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorleweg,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Langstraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raamweg,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Handelseweg,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onze Lieve Vrouwestraat,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luikerweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rijpelbaan,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mansholtlaan,departure,CAR,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
N781,departure,CAR,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
N802,departure,CAR,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Doctor W. Dreeslaan,departure,CAR,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Westerweg,departure,CAR,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Doctor Dreeslaan,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stipdonk,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Deken van der Hagenstraat,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Noord Parallelweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lungendonk,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Burgemeester Krollaan,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kanaaldijk Zuid West,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rondje Helmond (west),return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Professor Schermerhornlaan,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scherpenzeelseweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
A30,departure,CAR,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Diedenweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Broekstraat,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Achterweg,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Ellecomsedijk,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
N317,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Slimweistraat,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Veerstraat,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Franz Lisztstraat,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Haendelpad,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lisztpad,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Von Weberstraat,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Von Weberpad,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Stokhasseltlaan,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Heuvelstraat,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N11,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Hoolstraat,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Waalwijkseweg,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nassaustraat,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pastoor Thijssenlaan,return,BICYCLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IJsselweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A348,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Midden Peelweg,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
De Middenloop,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Achterste Straakven,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Voorste Straakven,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Rijpelplein,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Raktpad,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Overloop,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Lingestraat,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Rijpelbergseweg,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
N57,departure,CAR,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zeedijk,departure,CAR,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Zwarte Pad,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dongensekanaaldijk,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Moersepad,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Breedvennen,return,BICYCLE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Julianastraat,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cees Sleegerspad,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Abdijlaan,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Abdijtuinen,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ceintuurbaan,departure,CAR,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kampdijkbrug,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Deken van Oss-straat,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Drongelse pad,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kampdijklaan,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Loonsebaan,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Oostereind,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Victorialaan,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Juliana van Stolberglaan,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mariaplein,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Beelaerts van Bloklandstraat,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kwekerijpad,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mauritsstraat,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Rijnstraat,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Vijverpad,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Reeshofdijk,return,BICYCLE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vriezerweg,departure,CAR,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
N386,departure,CAR,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Verlengde Stationsweg,departure,CAR,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Drentseweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Trekweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Herselseweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bekelaar,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Schelde-Rheinroute - 06 - Stad van Gerwen - Neerkant,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scheidijk,return,BICYCLE,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vonderweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Elisabethtunnel,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Korte Brugstraat,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mierloseweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kaldersedijk,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Geldropse Ventweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kosmoslaan,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Soeterbeek,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Soeterbeekseweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Zuidlaarderweg,departure,CAR,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Rijksweg NZ,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Tongelresestraat,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Hefveld,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Tilburgsebaan,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Van Gogh fietsroute Breda,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NAP-route - 10 - Dongen - Galder NL/BE,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gilzerbaan,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vijf Eiken route,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Doornakkersweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Generaal Bothastraat,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Waterlandseweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Gooiseweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Haanwijk,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Heult,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Halderse Akkers,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eikenlaan,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Halder,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Urkhovenseweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Boutenslaan,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Bayeuxlaan,departure,CAR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Gestelseweg,return,BICYCLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wierdenseweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Hexelseweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Dalvoordeweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
N35,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Rondweg Wierden,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Daarleseweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Loonderesweg,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Nijverdalsestraat,departure,CAR,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
